bucket,original_bucket,bucket_changed,bucket_reason,ok_skip_eligible,issue,product_id,product_name,spec_id,model_name,mapping_status,mapping_source,url,offer_id,url_offer_id,sku_id,sku_name,verified_at,fingerprint_present,stock,monthly_sales,suggested_qty,priority,health,health_http_status,health_final_url,health_reason,health_method,notes
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,69316974491,咬線器 - 綠色香腸嘴 (2個裝),missing,legacy_import,https://detail.1688.com/offer/715793566068.html,715793566068,715793566068,,,,N,9.0,3.0,3,3,error,200,https://detail.1688.com/offer/715793566068.html,waf_punish,http_get,offer_id_field_empty_parsed_from_url;source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,104005855969,30. 吐舌熊求抱抱,missing,legacy_import,https://detail.1688.com/offer/622441480241.html,622441480241,622441480241,,,,N,5.0,2.0,3,3,error,200,https://detail.1688.com/offer/622441480241.html,waf_punish,http_get,offer_id_field_empty_parsed_from_url;source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698622,奶白,missing,legacy_import,https://detail.1688.com/offer/674019917510.html,674019917510,674019917510,,,,N,3.0,2.0,3,3,error,200,https://detail.1688.com/offer/674019917510.html,waf_punish,http_get,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,8636176778,隔日到貨🔥 韓版 圓領 V領 短袖 上衣 短T 短袖 素T 寬鬆 t桖 棉質 t-shirt 衣服 夏天 素色,55086316863,【V領】橘粉色,missing,legacy_import,,,,,,,N,5.0,2.0,3,3,unchecked,,,no_url,none,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,12439413079,隔日到貨🔥 iPhone 手機殼 17 16 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,171110111462,"2.熊熊,11",discontinued,manual,https://detail.1688.com/offer/647266157547.html,647266157547,647266157547,,,2026-08-10T14:42:13Z,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/647266157547.html,waf_punish,http_get,source=manual
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,15007585064,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,155797750054,"奶咖色,14 pro",missing,legacy_import,,,,,,,N,0.0,1.0,3,3,unchecked,,,no_url,none,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698621,藍灰,discontinued,manual,https://detail.1688.com/offer/674019917510.html,674019917510,674019917510,,,2026-08-10T14:28:23Z,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/674019917510.html,waf_punish,http_get,source=manual
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965871,"相框古董白,XS Max",missing,legacy_import,https://detail.1688.com/offer/641213194100.html,641213194100,641213194100,,,,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/641213194100.html,waf_punish,http_get,source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965872,"相框古董白,12 pro",missing,legacy_import,https://detail.1688.com/offer/641213194100.html,641213194100,641213194100,,,,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/641213194100.html,waf_punish,http_get,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,20568038275,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,214678804119,"2. 編織紋 黑色,15 Plus",discontinued,manual_soldout_20260906,https://detail.1688.com/offer/689652914948.html,689652914948,689652914948,5102550168618,编织黑色,2026-09-05T16:40:59Z,Y,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/689652914948.html,waf_punish,http_get,source=manual_soldout_20260906
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,22568487237,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,214612360860,"下午茶點,15",missing,legacy_import,https://detail.1688.com/offer/716952591571.html,716952591571,716952591571,,,,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/716952591571.html,waf_punish,http_get,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,23381311738,隔日到貨🔥 iPhone 手機殼 15 14 pro 13 12 11 XS XR SE X 保護殼 軟殼 蘋果,184609541262,"貼貼奶狗(無吊飾),11 pro",missing,legacy_import,,,,,,,N,0.0,1.0,3,3,unchecked,,,no_url,none,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,29805236318,隔日到貨🔥 ins韓風 手機殼吊飾 Airpods殼吊飾 手機殼掛飾 手機掛件 掛飾 手機吊飾 手機掛繩 掛繩,251190179418,荷包蛋,missing,legacy_import,,,,,,,N,1.0,1.0,3,3,unchecked,,,no_url,none,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,7062181500,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 7保護殼 霧面 軟殼,89865119052,"板岩藍,11 Pro",discontinued,manual_soldout_20260906,https://detail.1688.com/offer/624135914858.html,624135914858,624135914858,4424745880795,直边 板岩蓝,2026-09-05T16:40:59Z,Y,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/624135914858.html,waf_punish,http_get,source=manual_soldout_20260906
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,8472195827,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,85140983969,13,missing,legacy_import,,,,,,,N,0.0,1.0,3,3,unchecked,,,no_url,none,source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,8743346211,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,64914252592,11 pro,missing,legacy_import,https://detail.1688.com/offer/635124351042.html,635124351042,635124351042,,,,N,0.0,1.0,3,3,error,200,https://detail.1688.com/offer/635124351042.html,waf_punish,http_get,source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,12464289714,隔日到貨🔥 Apple Pencil 1代/2代 薄款 矽膠筆套 ipad筆套 筆尖套 撞色套組 適用 筆尖套,141225386626,"天空藍,1代",missing,legacy_import,https://detail.1688.com/offer/621170303718.html,621170303718,621170303718,,,,N,2.0,1.0,2,2,error,200,https://detail.1688.com/offer/621170303718.html,waf_punish,http_get,source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,18301138599,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125620599511,"漸變行星,13 pro",missing,legacy_import,https://detail.1688.com/offer/658920430384.html,658920430384,658920430384,,,,N,1.0,1.0,2,2,error,200,https://detail.1688.com/offer/658920430384.html,waf_punish,http_get,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533289,"小狗貼貼,7/8/SE2/SE3",discontinued,manual,https://detail.1688.com/offer/773150007998.html,773150007998,773150007998,,,2026-08-10T14:46:26Z,N,1.0,1.0,2,2,error,200,https://detail.1688.com/offer/773150007998.html,waf_punish,http_get,source=manual
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,26152982998,隔日到貨🔥 韓版 摺疊化妝鏡 鏡子 小鏡子 迷你鏡子 隨身鏡 化妝鏡 桌上鏡 立鏡 補妝鏡子,256057205691,"棕熊,小款",discontinued,manual,https://detail.1688.com/offer/740525848630.html,740525848630,740525848630,,,2026-08-09T12:17:10Z,N,2.0,1.0,2,2,error,200,https://detail.1688.com/offer/740525848630.html,waf_punish,http_get,source=manual
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,18665190754,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro XS XR SE X 8 保護殼 軟殼 蘋果,127181212647,"透明殼 油漆白花,7 / 8 / SE2 / SE3",missing,legacy_import,,,,,,,N,2.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,18665190754,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro XS XR SE X 8 保護殼 軟殼 蘋果,127181212656,"透明殼 油漆白花,12 pro",missing,legacy_import,,,,,,,N,2.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,20186370950,隔日到貨🔥 iPhone 手機殼 16 15 14 pro 13 12 11 XS XR SE X 保護殼 軟殼 蘋果,147112962757,"蜜桃暈染+粉標手繩,13 Pro Max",missing,legacy_import,,,,,,,N,2.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,23244459752,隔日到貨🔥 韓系 帆布袋 B37 帆布包 單肩包 帆布袋 手提袋 單肩包 提袋 環保袋 購物袋 收納包 簡約文青,167688526081,零星格,missing,legacy_import,,,,,,,N,3.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533290,"小狗貼貼,7 Plus/8 Plus",discontinued,manual,https://detail.1688.com/offer/773150007998.html,773150007998,773150007998,,,2026-08-10T14:31:13Z,N,2.0,1.0,1,1,error,200,https://detail.1688.com/offer/773150007998.html,waf_punish,http_get,source=manual
url_suspect,url_suspect,N,status_discontinued,N,status_discontinued,25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533293,"小狗貼貼,XS Max",discontinued,manual,https://detail.1688.com/offer/773150007998.html,773150007998,773150007998,,,2026-08-10T14:31:10Z,N,2.0,1.0,1,1,error,200,https://detail.1688.com/offer/773150007998.html,waf_punish,http_get,source=manual
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,29805236318,隔日到貨🔥 ins韓風 手機殼吊飾 Airpods殼吊飾 手機殼掛飾 手機掛件 掛飾 手機吊飾 手機掛繩 掛繩,251190179423,領結,missing,legacy_import,,,,,,,N,3.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
no_url,no_url,N,no_url_and_no_offer_id,N,no_url,9211504495,隔日到貨🔥 iPhone 手機殼 14 pro 13 12 11 XR 防摔殼 空壓殼 四角獸 保護殼 防撞 蘋果,122001464493,"TPU 防摔殼 - 透明殼,13",missing,legacy_import,,,,,,,N,2.0,1.0,1,1,unchecked,,,no_url,none,source=legacy_import
mapping_suspect,mapping_suspect,N,has_url_mapping_incomplete,N,has_url_mapping_incomplete,9709569250,隔日到貨🔥 學院風 字母logo針織毛帽 長毛帽 針織毛帽 情侶帽 毛帽 ins 韓系穿搭 棉質毛帽 素面毛帽,63316011363,淺灰色 M (56-58cm),missing,legacy_import,https://detail.1688.com/offer/632209726101.html,632209726101,632209726101,,,,N,3.0,1.0,1,1,error,200,https://detail.1688.com/offer/632209726101.html,waf_punish,http_get,source=legacy_import
