product_id,product_name,spec_id,model_name,suggested_qty,planC_reason,bucket,shopee_image,old_url,old_offer_id,old_sku_id,cdp_health,candidate_status,candidate_offer_url,candidate_offer_id,candidate_sku_name,candidate_sku_id,candidate_spec,confidence,why_selected,why_not_others,no_candidate_reason,search_query,checked_at,method
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,204276976414,1. 套裝 - 綠色香腸嘴 （鐳射線套）,8,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qul4-lghmkk7mk9wq2a_tn,https://detail.1688.com/offer/715793566068.html,715793566068,,dead,with_candidate,https://detail.1688.com/offer/703936399842.html,703936399842,火腿肠(4件套),4951712716630,火腿肠(4件套)大小头+1.4米绕线绳+硅胶扎带,低,原香腸嘴 offer 715793566068 404。肥猪同店四件套有「火腿肠」（大小頭+繞線），品類是充電頭套+線套，火腿腸≈香腸嘴，但沒標綠／粉、也不是鐳射線套。,布叮活頁只有小熊／花朵咬線器，沒有香腸嘴；沒再開全站搜尋（search.1688.com 會 captcha）。,,充電器保護套 20W 咬線器 香肠嘴／碳球（走同店活頁，未走全站搜尋）,2026-09-08T17:10:00Z,cdp/browser
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,235303163998,14. 套裝 - 發芽碳球,8,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qula-lhud8a6ld4262e_tn,https://detail.1688.com/offer/702421478513.html,702421478513,,dead,with_candidate,https://detail.1688.com/offer/703936399842.html,703936399842,发芽煤球(4件套),4951712716679,发芽煤球(4件套)大小头+1.4米绕线绳+硅胶扎带,中,原 702421478513 404。肥猪充電套裝活頁有「发芽煤球」四件套（大小頭+繞線），煤球≈碳球、發芽也對。,同頁還有沒發芽的「煤球」；布叮活頁是咬線器小熊／花朵，不是碳球套裝。,,同商品充電套裝兄弟檔 703936399842（派大星同源店）開詳情,2026-09-08T17:10:00Z,cdp/browser
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,204276976417,4. 套裝 - 粉色香腸嘴（粉色線套）,7,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qul2-lghmksg8i8169f_tn,https://detail.1688.com/offer/715793566068.html,715793566068,,dead,with_candidate,https://detail.1688.com/offer/703936399842.html,703936399842,火腿肠(4件套),4951712716630,火腿肠(4件套)大小头+1.4米绕线绳+硅胶扎带,低,原香腸嘴 offer 715793566068 404。肥猪同店四件套有「火腿肠」（大小頭+繞線），品類是充電頭套+線套，火腿腸≈香腸嘴，但沒標綠／粉、也不是鐳射線套。,布叮活頁只有小熊／花朵咬線器，沒有香腸嘴；沒再開全站搜尋（search.1688.com 會 captcha）。,,充電器保護套 20W 咬線器 香肠嘴／碳球（走同店活頁，未走全站搜尋）,2026-09-08T17:10:00Z,cdp/browser
14351597697,隔日到貨🔥 20w 保護套 充電頭保護套 快充專用 保護套 iPhone 蘋果充電頭專用 充電器周邊,87208687292,"8. 綠熊,20W快充頭（5W豆腐頭不適用)",6,dead,mapping_suspect,https://cf.shopee.tw/file/7a79313d32778f102122441148037da3_tn,https://detail.1688.com/offer/662375994319.html,662375994319,,dead,no_candidate,,,,,,,,,綠熊 20W 充電頭套：肥猪有黃熊／藍熊／綠小新四件套，沒有「綠熊」頭套；原 662375994319 404。,20w 充电头保护套 绿熊,2026-09-08T17:10:00Z,cdp/browser
15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698625,果粉,6,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-23030-7l3fjutb39nv8f_tn,https://detail.1688.com/offer/674019917510.html,674019917510,,dead,no_candidate,,,,,,,,,矽膠手環果粉：原 674019917510 404，沒有替代手環活頁。,硅胶手环 手机壳 果粉,2026-09-08T17:10:00Z,cdp/browser
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,204276976416,3. 套裝 - 粉色香腸嘴 （鐳射線套）,4,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qul1-lghmksg8gtgqaa_tn,https://detail.1688.com/offer/715793566068.html,715793566068,,dead,with_candidate,https://detail.1688.com/offer/703936399842.html,703936399842,火腿肠(4件套),4951712716630,火腿肠(4件套)大小头+1.4米绕线绳+硅胶扎带,低,原香腸嘴 offer 715793566068 404。肥猪同店四件套有「火腿肠」（大小頭+繞線），品類是充電頭套+線套，火腿腸≈香腸嘴，但沒標綠／粉、也不是鐳射線套。,布叮活頁只有小熊／花朵咬線器，沒有香腸嘴；沒再開全站搜尋（search.1688.com 會 captcha）。,,充電器保護套 20W 咬線器 香肠嘴／碳球（走同店活頁，未走全站搜尋）,2026-09-08T17:10:00Z,cdp/browser
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,204277011264,8. 套裝 - 藍大愛心,4,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7qukx-lghmvsuifegxe3_tn,https://detail.1688.com/offer/691886666407.html,691886666407,,dead,no_candidate,,,,,,,,,藍大愛心充電套裝：布叮有小花愛心咬線器，不是大愛心頭套+線套。原 691886666407 404。,充电器保护套 20W 蓝大爱心,2026-09-08T17:10:00Z,cdp/browser
9150720936,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,91757189453,1. 藍色太空人,4,dead,url_suspect,https://cf.shopee.tw/file/b092b22c55a7c6371270bf30f8b1f441_tn,https://detail.1688.com/offer/612901941751.html,612901941751,,dead,no_candidate,,,,,,,,,藍色太空人鑰匙扣 404。見到的「蓝色宇航员」是 AirPods 套（肥猪），不是鑰匙扣。,太空人 钥匙扣 蓝色,2026-09-08T17:10:00Z,cdp/browser
9150720936,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,91757189465,10. 小熊,4,dead,url_suspect,https://cf.shopee.tw/file/39674d5ef8f0a99d7e854eba07240bcc_tn,https://detail.1688.com/offer/612901941751.html,612901941751,,dead,no_candidate,,,,,,,,,太空人系列「小熊」鑰匙扣：同上，沒開到鑰匙扣活頁。,太空人 钥匙扣 小熊,2026-09-08T17:10:00Z,cdp/browser
20488473843,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套 充電套,69316974491,咬線器 - 綠色香腸嘴 (2個裝),3,dead,mapping_suspect,https://cf.shopee.tw/file/tw-11134207-7qul6-lhudm1a2t70u72_tn,https://detail.1688.com/offer/715793566068.html,715793566068,,dead,with_candidate,https://detail.1688.com/offer/703936399842.html,703936399842,火腿肠(4件套),4951712716630,火腿肠(4件套)大小头+1.4米绕线绳+硅胶扎带,低,原是「咬線器 2 個裝」綠香腸嘴，死連。只找到四件套火腿腸，單位不一樣，僅供對圖。,布叮活頁只有小熊／花朵咬線器，沒有香腸嘴；沒再開全站搜尋（search.1688.com 會 captcha）。,,充電器保護套 20W 咬線器 香肠嘴／碳球（走同店活頁，未走全站搜尋）,2026-09-08T17:10:00Z,cdp/browser
11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,104005855969,30. 吐舌熊求抱抱,3,dead,mapping_suspect,https://cf.shopee.tw/file/d9ea2791180e84a347df1d96f8ee5a9b_tn,https://detail.1688.com/offer/622441480241.html,622441480241,,dead,no_candidate,,,,,,,,,吐舌熊求抱抱鑰匙扣：原 622441480241 404，其他兄弟鑰匙扣也是 discontinued，沒活頁。,钥匙扣 吐舌熊,2026-09-08T17:10:00Z,cdp/browser
15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698622,奶白,3,dead,mapping_suspect,https://cf.shopee.tw/file/tw-11134207-23030-w4fzoylb39nve2_tn,https://detail.1688.com/offer/674019917510.html,674019917510,,dead,no_candidate,,,,,,,,,矽膠手環奶白：同上。,硅胶手环 手机壳 奶白,2026-09-08T17:10:00Z,cdp/browser
12439413079,隔日到貨🔥 iPhone 手機殼 17 16 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,171110111462,"2.熊熊,11",3,dead,url_suspect,https://cf.shopee.tw/file/267ed1f2ca0e8508e03806fcfa22fc12_tn,https://detail.1688.com/offer/647266157547.html,647266157547,,dead,with_candidate,https://detail.1688.com/offer/657336800632.html,657336800632,古董白 睡帽熊,4918342342355,古董白 睡帽熊>11 6.1,低,原熊熊殼 647266157547 404。塔下睡帽熊有 iPhone 11，僅「小熊殼」品類接近，花色不同。,透明藍殼兄弟檔 587875678177 也下架了。,,塔下睡帽熊 657336800632 對機型 11,2026-09-08T17:10:00Z,cdp/browser
15096771610,隔日到貨🔥 矽膠手環 手機殼手環 適用所有手機殼 手機殼吊飾 手環扣 手腕帶 手機掛件 掛飾 鍊條 手機掛繩 手機掛鉤,39270698621,藍灰,3,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-23030-9cvmo4hb39nvb1_tn,https://detail.1688.com/offer/674019917510.html,674019917510,,dead,no_candidate,,,,,,,,,矽膠手環藍灰：同上。,硅胶手环 手机壳 蓝灰,2026-09-08T17:10:00Z,cdp/browser
15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965871,"相框古董白,XS Max",3,dead,mapping_suspect,https://cf.shopee.tw/file/sg-11134201-22110-vvqyy8wugdkv7b_tn,https://detail.1688.com/offer/641213194100.html,641213194100,,dead,no_candidate,,,,,,,,,相框古董白 XS Max：原 404。塔下活頁是睡帽熊／菲林兔，沒有相框古董白。,iPhone 手机壳 相框 古董白,2026-09-08T17:10:00Z,cdp/browser
15276471498,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125316965872,"相框古董白,12 pro",3,dead,mapping_suspect,https://cf.shopee.tw/file/sg-11134201-22110-vvqyy8wugdkv7b_tn,https://detail.1688.com/offer/641213194100.html,641213194100,,dead,no_candidate,,,,,,,,,相框古董白 12 pro：同上。,iPhone 手机壳 相框 古董白 12pro,2026-09-08T17:10:00Z,cdp/browser
22568487237,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,214612360860,"下午茶點,15",3,dead,mapping_suspect,https://cf.shopee.tw/file/tw-11134207-7qul6-lh1nkdbtyzop15_tn,https://detail.1688.com/offer/716952591571.html,716952591571,,dead,no_candidate,,,,,,,,,下午茶點 15：原 404，活頁沒這花色。,iPhone 手机壳 下午茶,2026-09-08T17:10:00Z,cdp/browser
8743346211,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保護殼 軟殼,64914252592,11 pro,3,dead,mapping_suspect,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,https://detail.1688.com/offer/635124351042.html,635124351042,,dead,with_candidate,https://detail.1688.com/offer/657336800632.html,657336800632,古董白 睡帽熊,4918342342354,古董白 睡帽熊>11pro 5.8,低,原側邊小熊殼已下架。同店塔下還有「睡帽熊」11pro 活頁，都是小熊軟殼，但花色不是側邊小熊。,菲林兔／臘腸狗更不像；沒有找到「側邊小熊」同款。,,原下架頁「查看該店其他商品」→ 塔下 657336800632 睡帽熊,2026-09-08T17:10:00Z,cdp/browser
12464289714,隔日到貨🔥 Apple Pencil 1代/2代 薄款 矽膠筆套 ipad筆套 筆尖套 撞色套組 適用 筆尖套,141225386626,"天空藍,1代",2,dead,mapping_suspect,https://cf.shopee.tw/file/476e988bbdc95046d55d7b33dba165cf_tn,https://detail.1688.com/offer/621170303718.html,621170303718,,dead,no_candidate,,,,,,,,,同上，不是 1 代天空藍筆身套。,Apple Pencil 笔套 硅胶 天空蓝 1代,2026-09-08T17:10:00Z,cdp/browser
18301138599,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,125620599511,"漸變行星,13 pro",2,dead,mapping_suspect,https://cf.shopee.tw/file/3cc006289e2eda31df45178ec0c8b873_tn,https://detail.1688.com/offer/658920430384.html,658920430384,,dead,no_candidate,,,,,,,,,漸變行星 13 pro：原 404，活頁沒這花色。,iPhone 手机壳 渐变行星,2026-09-08T17:10:00Z,cdp/browser
25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533289,"小狗貼貼,7/8/SE2/SE3",2,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7r991-luqcfjziaak6f3_tn,https://detail.1688.com/offer/773150007998.html,773150007998,,dead,with_candidate,https://detail.1688.com/offer/703512173999.html,703512173999,菲林 奶油腊肠狗,4965506528351,菲林 奶油腊肠狗>7/8/SE 2020,中,原小狗貼貼 404。塔下「奶油腊肠狗」7/8/SE 機型在，臘腸狗≈貼貼小狗，需對圖。,華禧塗鴉愛心殼花色不對；睡帽熊更不像小狗。,,塔下菲林殼 703512173999 對小狗／臘腸狗 + 7/8/SE,2026-09-08T17:10:00Z,cdp/browser
25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533290,"小狗貼貼,7 Plus/8 Plus",1,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7r991-luqcfjziaak6f3_tn,https://detail.1688.com/offer/773150007998.html,773150007998,,dead,with_candidate,https://detail.1688.com/offer/703512173999.html,703512173999,菲林 奶油腊肠狗,4965506528347,菲林 奶油腊肠狗>7p/8plus,中,同上，機型對 7Plus/8Plus。,華禧塗鴉愛心殼花色不對。,,塔下菲林殼 703512173999 對小狗／臘腸狗 + 7/8 Plus,2026-09-08T17:10:00Z,cdp/browser
25127544152,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8 保護殼 軟殼 蘋果,176449533293,"小狗貼貼,XS Max",1,dead,url_suspect,https://cf.shopee.tw/file/tw-11134207-7r991-luqcfjziaak6f3_tn,https://detail.1688.com/offer/773150007998.html,773150007998,,dead,with_candidate,https://detail.1688.com/offer/703512173999.html,703512173999,菲林 奶油腊肠狗,4965506528341,菲林 奶油腊肠狗>Xs max,中,同上，機型對 XS Max。,華禧塗鴉愛心殼花色不對。,,塔下菲林殼 703512173999 對小狗／臘腸狗 + XS Max,2026-09-08T17:10:00Z,cdp/browser
9709569250,隔日到貨🔥 學院風 字母logo針織毛帽 長毛帽 針織毛帽 情侶帽 毛帽 ins 韓系穿搭 棉質毛帽 素面毛帽,63316011363,淺灰色 M (56-58cm),1,dead,mapping_suspect,https://cf.shopee.tw/file/8a425cacfc2b43f2a7343c8bfd3a0cce_tn,https://detail.1688.com/offer/632209726101.html,632209726101,,dead,with_candidate,https://detail.1688.com/offer/628106437483.html,628106437483,浅灰色,4629736426668,浅灰色>均码·弹性大,高,原 632209726101 已 404。同商品「米色」已核准這檔針織毛帽，活頁有「浅灰色」均碼，顏色對得上。,另外兩檔舊 offer 630535088632、651388920822 也是 404。尺寸是均碼彈性，不是標 M 56-58，庭安對圖時看帽圍。,,同商品已核准毛帽 offer 628106437483 開詳情對色,2026-09-08T17:10:00Z,cdp/browser
