url,offer_id,final_url,final_offer_id,health,title,notes,method,checked_at,suggested_qty,product_name
https://detail.1688.com/offer/838528968671.html,838528968671,https://detail.1688.com/offer/838528968671.html,838528968671,alive,适用苹果17手机壳iphone14涂鸦彩色爱心13镜面12pro透明软边xs/xr,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T01:59:02Z,10.0,隔日到貨🔥 iPhone 手機殼 17 16 15 14 pro 13 12 11 XS XR X
https://detail.1688.com/offer/600411913321.html,600411913321,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T01:59:15Z,5.0,隔日到貨🔥 韓系內褲 女生內褲 純棉內褲 女生無痕內褲 粉嫩純色 舒適內褲 內褲 緊身 女內褲 無痕
https://detail.1688.com/offer/600413297881.html,600413297881,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T01:59:30Z,5.0,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜
https://detail.1688.com/offer/601777449827.html,601777449827,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T01:59:44Z,5.0,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤
https://detail.1688.com/offer/612901941751.html,612901941751,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T01:59:59Z,5.0,隔日到貨🔥 韓風熱銷款🏆 太空人 吊飾 鑰匙扣 鑰匙圈 汽車鑰匙圈 公仔 掛飾 吊墜 掛鉤 吊環 墜
https://detail.1688.com/offer/617123543564.html,617123543564,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T02:00:14Z,5.0,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤
https://detail.1688.com/offer/622441480241.html,622441480241,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T02:00:28Z,5.0,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤
https://detail.1688.com/offer/624135914858.html,624135914858,https://detail.1688.com/offer/624135914858.html,624135914858,alive,魔方仿液态硅胶16苹果手机壳iphone17pro适用13软11简约12/X/8套,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T02:00:42Z,5.0,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro XS XR SE 8
https://detail.1688.com/offer/635124351042.html,635124351042,https://detail.1688.com/offer/635124351042.html,635124351042,off_shelf,侧边小熊苹果13全包iphone15手机壳XR彩绘8p软胶14pro max适用11,clearly 下架; 下架 banner / no sku-price picker; body:商品已下架 查看该店铺其他上架商品 查看其他商品,cdp/browser,2026-09-09T02:00:56Z,5.0,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保
https://detail.1688.com/offer/640066215865.html,640066215865,https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,,dead,1688 homepage (notfound redirect),redirected to www.1688.com homepage with notfound/spm (offer gone; homepage feed is not this offer); final_url=https://www.1688.com/?spm=a260k.24848612.notfound&theme=index,cdp/browser,2026-09-09T02:01:11Z,5.0,隔日到貨🔥 ins風 韓版 鏡子 化妝鏡 折疊鏡 隨身鏡 簡約 可愛 女學生必備 小鏡子
https://detail.1688.com/offer/641213194100.html,641213194100,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:01:26Z,5.0,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plu
https://detail.1688.com/offer/647266157547.html,647266157547,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:01:41Z,5.0,隔日到貨🔥 iPhone 手機殼 17 16 15 14 13 12 11 XS XR SE3 X
https://detail.1688.com/offer/658920430384.html,658920430384,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:01:56Z,5.0,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plu
https://detail.1688.com/offer/680647200035.html,680647200035,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:02:11Z,5.0,隔日到貨🔥 ins 韓版網紅爆款 S14 大C純色棉襪 高筒襪 長襪 韓風熱銷 女襪 襪子 可愛襪
https://detail.1688.com/offer/689652914948.html,689652914948,https://detail.1688.com/offer/689652914948.html,689652914948,alive,编织纹15适用iphone13苹果手机壳14pro max针织16纯色12/11套8p软,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T02:02:26Z,5.0,隔日到貨🔥 iPhone 手機殼 16 15 14 13 12 11 pro Max XS XR S
https://detail.1688.com/offer/691886666407.html,691886666407,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:02:47Z,5.0,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套
https://detail.1688.com/offer/704268485591.html,704268485591,https://detail.1688.com/offer/704268485591.html,704268485591,alive,可爱黑色煤球airpods pro耳机套适用苹果无线蓝牙硅胶1/2代保护壳,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T02:03:02Z,5.0,隔日到貨🔥 Airpods 保護套 1代 2代 3代 pro pro2 耳機套 A31 矽膠 軟殼
https://detail.1688.com/offer/707606084272.html,707606084272,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:03:20Z,5.0,隔日到貨🔥 ins風 韓版 鏡子 化妝鏡 折疊鏡 隨身鏡 簡約 可愛 女學生必備 小鏡子
https://detail.1688.com/offer/713047372087.html,713047372087,https://detail.1688.com/offer/713047372087.html,713047372087,alive,毛绒可爱挂件玩偶钥匙扣加油鸭子丑萌公仔背包挂件ins帕恰狗挂饰,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T02:03:35Z,5.0,隔日到貨🔥 ins韓風 吊飾 Airpods殼吊飾 掛飾 手機掛件 掛飾 手機吊飾 手機掛繩 掛繩
https://detail.1688.com/offer/716467310974.html,716467310974,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:03:51Z,5.0,隔日到貨🔥 ins爆款 充電器保護套 20W 適用蘋果 線套 咬線器 集線器 iPhone 充電線套
https://detail.1688.com/offer/716952591571.html,716952591571,https://page.1688.com/shtml/static/wrongpage.html,,dead,404,redirected to page.1688.com/shtml/static/wrongpage.html (404 / offer gone),cdp/browser,2026-09-09T02:04:06Z,5.0,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 pro Max XS XR SE 保
https://detail.1688.com/offer/740525848630.html,740525848630,https://detail.1688.com/offer/740525848630.html,740525848630,alive,少女心碎花折叠镜化妆镜随身旅行便携学生宿舍梳妆台式可立小镜子,product detail loaded; context+price+sku; title from document.title,cdp/browser,2026-09-09T02:04:21Z,5.0,隔日到貨🔥 韓版 摺疊化妝鏡 鏡子 小鏡子 迷你鏡子 隨身鏡 化妝鏡 桌上鏡 立鏡 補妝鏡子
