source_queue,product_id,product_name,spec_id,model_name,suggested_qty,bucket,shopee_image,old_url,old_offer_id,old_sku_id,old_health,candidate_status,candidate_offer_url,candidate_offer_id,candidate_sku_name,candidate_sku_id,candidate_spec,confidence,reason,method,alt_offer_id,search_query,checked_at,planC_note
P1_no_url,23244459752,隔日到貨🔥 韓系 帆布袋 B37 帆布包 單肩包 帆布袋 手提袋 單肩包 提袋 環保袋 購物袋 收納包 簡約文青,167688526098,Cafe,10,no_url,https://cf.shopee.tw/file/tw-11134207-7qul5-lhlikb1jvxlabb_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,23244459752,隔日到貨🔥 韓系 帆布袋 B37 帆布包 單肩包 帆布袋 手提袋 單肩包 提袋 環保袋 購物袋 收納包 簡約文青,167688526101,手拿麵包熊,10,no_url,https://cf.shopee.tw/file/tw-11134207-7qukw-lhlirqt81fwu14_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,15007585064,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,155797750054,"奶咖色,14 pro",5,no_url,https://cf.shopee.tw/file/feb0dbe17bb92130feae2d6acf38ad01_tn,,,,,no_candidate,,,,,,,奶咖色 14pro 殼：塔下編織奶杏色是編織紋不是素奶咖；沒開到奶咖素殼。,planC_reuse,,iPhone 手机壳 奶咖 14pro,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,18527128082,隔日到貨🔥 ins 微醺蜜桃 Airpods保護殼 1代 2代 pro 3代 附掛鉤 A8 軟殼 保護殼 耳機殼,68961789707,"微醺粉,Pro1代/Pro2代 (通用）",5,no_url,https://cf.shopee.tw/file/0364e5144755bab86d74c19f0705f48a_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,19325086621,隔日到貨🔥 Airpods 保護套 1代 2代 3代 pro pro2 耳機套 A10 17 防摔 軟殼 保護殼,192377861875,"3.下巴熊(附圖上吊飾),Pro1代/Pro2代 (通用）",5,no_url,https://cf.shopee.tw/file/81244f5bb14c30e1b047736005b87e44_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,23381311738,隔日到貨🔥 iPhone 手機殼 15 14 pro 13 12 11 XS XR SE X 保護殼 軟殼 蘋果,184609541262,"貼貼奶狗(無吊飾),11 pro",5,no_url,https://cf.shopee.tw/file/tw-11134207-7r98x-lm4fbz8yzwkbdc_tn,,,,,with_candidate,https://detail.1688.com/offer/703512173999.html,703512173999,菲林 奶油腊肠狗,4965506528350,菲林 奶油腊肠狗>11pro 5.8,中,無 URL。塔下菲林軟殼活頁有「奶油腊肠狗」+ 11pro，臘腸狗很像貼貼奶狗，機型對。,planC_reuse,,塔下活頁 703512173999 菲林殼對「奶狗／臘腸狗」+11pro,2026-09-09T02:27:09Z,shelved_round1
P1_no_url,8472195827,隔日到貨🔥 iPhone 手機殼 15 14 13 12 11 XS XR SE3 X 保護殼 軟殼 蘋果,85140983969,13,5,no_url,https://deo.shopeemobile.com/shopee/shopee-seller-live-sg/mmf_portal_seller_root_dir/static/modules/product-list/image/default-item-model-image.2601159.png,,,,,no_candidate,,,,,,,型號只寫「13」、沒圖案關鍵字，蝦皮還是預設圖，無法對款。,planC_reuse,,iPhone 手机壳 13（型號過糊）,2026-09-09T02:51:57Z,planC_no_candidate
P1_no_url,10626667646,隔日到貨🔥 ins 古著小熊後背包 B12 日系 雙肩 學生 背包 百搭 帆布 背包 書包 後背包 學院風,56934794266,黑色,5,no_url,https://cf.shopee.tw/file/9271f1f0dee44431590fdc45cf35b9a8_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,11515728220,隔日到貨🔥 ins風 手機氣囊 多功能指環扣 伸縮折疊 立體氣囊 手機架 適合各手機 氣囊 黏貼式 懶人氣囊,26604391185,M34,5,no_url,https://cf.shopee.tw/file/ee1c2c875c983a1188f44105c6ba98db_tn,,,,,with_candidate,https://detail.1688.com/offer/625194998616.html,625194998616,M34星之卡比,4596269530545,M34星之卡比,低,兄弟／原檔 625194998616：型號字面命中,same_shop,,,2026-09-09T02:28:33Z,
P1_no_url,11515728220,隔日到貨🔥 ins風 手機氣囊 多功能指環扣 伸縮折疊 立體氣囊 手機架 適合各手機 氣囊 黏貼式 懶人氣囊,36238148048,M49,5,no_url,https://cf.shopee.tw/file/ce52e1101063359b4647a7eb4fbf9c3b_tn,,,,,with_candidate,https://detail.1688.com/offer/625194998616.html,625194998616,M49抱抱熊,4596269530560,M49抱抱熊,低,兄弟／原檔 625194998616：型號字面命中,same_shop,,,2026-09-09T02:28:33Z,
P1_no_url,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,56254013141,2. 荷包蛋鑰匙圈,5,no_url,https://cf.shopee.tw/file/b89f496f61e593bd59c96312cafbb127_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,11515936363,隔日到貨🔥 韓風熱銷款🏆 韓國ins 吊飾 鑰匙扣 鑰匙圈 文青 汽車鑰匙 公仔 掛飾 吊墜 掛鉤 吊環 墜飾,57125840051,23.餅乾熊鑰匙圈,5,no_url,https://cf.shopee.tw/file/f6e1b3017141b1114f1fce783c0a54b5_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,15007585064,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,150347317001,"奶咖色,11",5,no_url,https://cf.shopee.tw/file/feb0dbe17bb92130feae2d6acf38ad01_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,15007585064,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,150347317002,"奶咖色,12",5,no_url,https://cf.shopee.tw/file/feb0dbe17bb92130feae2d6acf38ad01_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
P1_no_url,15007585064,隔日到貨🔥 iPhone 手機殼 14 13 12 11 pro Max XS XR SE 8plus 保護殼 軟殼,150347317017,"奶咖色,XR",5,no_url,https://cf.shopee.tw/file/feb0dbe17bb92130feae2d6acf38ad01_tn,,,,,blocked_captcha,,,,,,,blocked_captcha 卡在 https://s.1688.com//selloffer/offer_search.htm/_____tmd_____/punish?x5secdata=xfC7TB66An8jlPhVB5lrVHzO5xNYUIFv7k__P49OuOV3FkEsSBaa0O8n39oH6aULS_hIambjqi1mAYx9nOjPNTdZ1PFKRaDmXZXlZ33ec41FWJIduzDKdiV4k9pkDtFbcwsFSTZ5XmG1z5IiWork0ehHZvfME9iY0FD26jg2Q3AGtmjye0zeP1umUuHfbXa_eiQ_zPnRkRyfNi6RRV0K0bMxwsphiTEXgKGjZqVvptD4iKJvXuqXvJyOIhs0Ia9zU7zBezCeXui5FqL2LXVGa8se3JEAmGZ5bNWFaTfW9oeU_61d3Pn3YPjeXKvJePKsPvd5kxpyFLafne3b7-2nLPHrmxkQ1iRmAfXA2D8NOmWEnEjHbjbWZWEPYlajqetk5LarvD7qCpYeryCD5ZScMkFaXfW5LyMtvbBZjE81KcVaS5in8bcwunIt_nwbcDWN6fv-IC9QbBx6aDm2NzO3jeC9BPpGZ57_QEyOgzbviV-9Uf_2J3dq0VoNfhjq5YMJNj1Nt2pivRs-mNOw7Hwx-5ELcDFshNMcEa7LJuSWNP5ZK_BXvmQsT2EypYxVuY8uaqCne-6XEhcdNTyhxgL0ARFGx7zp_gHeks2Wa9CfKRcMf1xpBmMQCLUcZxW9RxggbZBjPVhpWN_-T9JBw-_XtgFZFsluf0ggrmD84nIctcJAJgo49qRSeugrq9YRn10jIT1loMP9Q5jmnHj2Beul13Oev16yzeB36oig0cfqAM29zhuGT82LnHrdB5xdGuraU3wgF-3Go4qkQKkh43Wu3urAOcEZxTG7gl0P0M7WAMDhdEZD0qakLJ_m3yk-rK70Qvl4ZRtNotslfUlQdV41v4yOUnXJpvI4dfqKLAk5MnIeUhqxzp_N65KTZQw02NODemOaxqMtXEE3jk3NicGTfEBg__bx__s.1688.com%2fselloffer%2foffer_search.htm&x5step=1 關鍵字「」,site_search,,,2026-09-09T04:04:45Z,
